v,vw,o,c,h,l,t,n,Resistance/Support,Break
57569.0,191.2484,191.33,191.265,191.33,191.195,1716228600000,812,support,
83779.0,191.2711,191.27,191.28,191.3,191.24,1716228660000,662,,
50545.0,191.3233,191.27,191.275,191.3689,191.27,1716228720000,613,,
38088.0,191.3111,191.27,191.315,191.34,191.26,1716228780000,627,resistance,
28222.0,191.2895,191.3169,191.275,191.32,191.25,1716228840000,529,support,
26823.0,191.2658,191.275,191.28,191.29,191.24,1716228900000,480,,
30251.0,191.3171,191.285,191.3199,191.35,191.274,1716228960000,523,resistance,break
24640.0,191.2815,191.315,191.26,191.32,191.25,1716229020000,430,,
44904.0,191.2029,191.26,191.2185,191.26,191.16,1716229080000,633,,
33298.0,191.1846,191.21,191.195,191.21,191.1601,1716229140000,438,support,
44038.0,191.217,191.195,191.215,191.24,191.19,1716229200000,650,,
32718.0,191.231,191.215,191.235,191.2561,191.2,1716229260000,544,,
34898.0,191.2458,191.23,191.27,191.28,191.2263,1716229320000,543,,
32639.0,191.2828,191.2602,191.295,191.3,191.2602,1716229380000,516,,
40175.0,191.2874,191.295,191.25,191.3,191.24,1716229440000,595,support,
31411.0,191.3003,191.2485,191.34,191.35,191.2485,1716229500000,604,,
55033.0,191.3579,191.345,191.39,191.39,191.33,1716229560000,737,,
50366.0,191.398,191.39,191.4,191.42,191.37,1716229620000,628,,
29476.0,191.4033,191.4,191.41,191.42,191.385,1716229680000,514,resistance,
78352.0,191.3975,191.41,191.41,191.43,191.36,1716229740000,881,,
47467.0,191.3965,191.41,191.41,191.43,191.358,1716229800000,785,support,
32870.0,191.4412,191.42,191.455,191.48,191.41,1716229860000,644,,
34325.0,191.4371,191.46,191.45,191.47,191.39,1716229920000,498,,
32760.0,191.4744,191.46,191.4602,191.5,191.45,1716229980000,578,resistance,break
32709.0,191.4624,191.4605,191.44,191.5,191.41,1716230040000,537,support,
47911.0,191.4532,191.4311,191.44,191.48,191.43,1716230100000,576,,
35992.0,191.4423,191.44,191.4487,191.455,191.4201,1716230160000,499,resistance,break
32078.0,191.3971,191.445,191.3799,191.445,191.36,1716230220000,527,support,
40787.0,191.3969,191.37,191.4058,191.41,191.365,1716230280000,549,,
36411.0,191.4043,191.41,191.405,191.43,191.38,1716230340000,569,,
41676.0,191.4218,191.4,191.4172,191.44,191.4,1716230400000,605,,
33695.0,191.435,191.4101,191.43,191.46,191.4101,1716230460000,510,,
32541.0,191.4113,191.43,191.4,191.43,191.39,1716230520000,560,support,
55206.0,191.414,191.4,191.44,191.44,191.4,1716230580000,612,resistance,
50884.0,191.4301,191.44,191.41,191.45,191.4,1716230640000,582,,
37923.0,191.4037,191.4069,191.41,191.42,191.38,1716230700000,501,,
33171.0,191.3978,191.415,191.43,191.43,191.345,1716230760000,564,resistance,
44064.0,191.3875,191.42,191.4,191.42,191.36,1716230820000,657,,
58739.0,191.3651,191.394,191.36,191.405,191.345,1716230880000,656,support,
32968.0,191.3787,191.37,191.405,191.41,191.34,1716230940000,524,resistance,
41424.0,191.3891,191.405,191.3925,191.415,191.365,1716231000000,674,,
32552.0,191.3654,191.395,191.36,191.4,191.3304,1716231060000,517,,
37893.0,191.3565,191.36,191.375,191.4,191.31,1716231120000,575,,
38980.0,191.3845,191.37,191.355,191.4399,191.3517,1716231180000,646,,
84016.0,191.3303,191.365,191.285,191.38,191.27,1716231240000,842,,
52247.0,191.2403,191.2882,191.26,191.295,191.2,1716231300000,810,,
32812.0,191.266,191.25,191.255,191.29,191.24,1716231360000,422,,
45326.0,191.241,191.255,191.205,191.265,191.205,1716231420000,601,,
130934.0,191.2285,191.2057,191.23,191.25,191.2,1716231480000,548,,
59986.0,191.1819,191.225,191.1794,191.225,191.13,1716231540000,685,,
39962.0,191.1663,191.185,191.165,191.19,191.13,1716231600000,545,,
49597.0,191.1292,191.16,191.1501,191.17,191.09,1716231660000,631,,
39099.0,191.1258,191.155,191.0999,191.16,191.09,1716231720000,588,support,
60975.0,191.1229,191.095,191.145,191.15,191.08,1716231780000,714,,
87314.0,191.188,191.1417,191.21,191.25,191.1417,1716231840000,981,,
46192.0,191.1761,191.205,191.175,191.205,191.14,1716231900000,726,,
31319.0,191.1946,191.19,191.215,191.22,191.18,1716231960000,497,,
55272.0,191.202,191.2199,191.21,191.22,191.185,1716232020000,661,,
51664.0,191.2328,191.21,191.235,191.26,191.205,1716232080000,778,,
52788.0,191.2394,191.23,191.27,191.27,191.2114,1716232140000,612,,
59940.0,191.3101,191.27,191.32,191.34,191.27,1716232200000,879,,
43582.0,191.3486,191.325,191.36,191.37,191.32,1716232260000,665,resistance,
72088.0,191.3428,191.36,191.315,191.38,191.2901,1716232320000,795,support,
37762.0,191.3173,191.3101,191.32,191.33,191.3013,1716232380000,492,,
49013.0,191.3654,191.32,191.34,191.39,191.32,1716232440000,725,resistance,
50425.0,191.3278,191.33,191.28,191.36,191.28,1716232500000,634,support,
59556.0,191.2602,191.29,191.295,191.305,191.232,1716232560000,707,,
62026.0,191.2859,191.29,191.29,191.3,191.255,1716232620000,712,,
50208.0,191.302,191.285,191.33,191.33,191.28,1716232680000,692,resistance,
39924.0,191.3086,191.33,191.32,191.34,191.29,1716232740000,558,,
47303.0,191.2682,191.32,191.285,191.325,191.24,1716232800000,800,support,
44986.0,191.3223,191.29,191.335,191.35,191.29,1716232860000,620,,
119410.0,191.3218,191.3399,191.34,191.34,191.28,1716232920000,699,resistance,break
39403.0,191.2964,191.33,191.28,191.35,191.26,1716232980000,668,support,
48995.0,191.302,191.28,191.3,191.33,191.25,1716233040000,633,,
44450.0,191.2713,191.29,191.2917,191.3,191.23,1716233100000,663,,
94805.0,191.3387,191.3,191.36,191.36,191.29,1716233160000,856,resistance,break
68114.0,191.3333,191.36,191.3,191.39,191.295,1716233220000,888,,
69322.0,191.2668,191.295,191.27,191.31,191.22,1716233280000,890,support,
48383.0,191.2891,191.27,191.314,191.32,191.263,1716233340000,750,,
103736.0,191.3184,191.31,191.335,191.34,191.3,1716233400000,1268,resistance,
57832.0,191.3242,191.335,191.305,191.3425,191.281,1716233460000,849,,
47022.0,191.2995,191.3,191.31,191.33,191.28,1716233520000,752,,
51472.0,191.278,191.3083,191.255,191.31,191.245,1716233580000,711,,
77594.0,191.2399,191.255,191.24,191.27,191.22,1716233640000,1000,,
64606.0,191.2384,191.2472,191.23,191.27,191.21,1716233700000,922,,
101272.0,191.1744,191.2281,191.1567,191.23,191.11,1716233760000,1138,support,
66500.0,191.1857,191.155,191.2015,191.22,191.15,1716233820000,888,,
56371.0,191.2084,191.2,191.2185,191.23,191.18,1716233880000,883,,
45274.0,191.2188,191.21,191.215,191.23,191.2,1716233940000,718,,
93324.0,191.2343,191.22,191.265,191.28,191.19,1716234000000,1106,,
84467.0,191.2913,191.2603,191.34,191.34,191.25,1716234060000,1217,resistance,
82084.0,191.324,191.335,191.315,191.35,191.3,1716234120000,1096,,
71626.0,191.2678,191.32,191.305,191.32,191.235,1716234180000,973,,
66577.0,191.2986,191.3,191.2591,191.315,191.2586,1716234240000,946,support,
64705.0,191.2839,191.25,191.305,191.31,191.25,1716234300000,842,resistance,
76702.0,191.2924,191.31,191.27,191.32,191.265,1716234360000,1105,,
75785.0,191.2595,191.265,191.24,191.3,191.21,1716234420000,1201,,
64920.0,191.247,191.245,191.2162,191.29,191.2,1716234480000,920,,
104333.0,191.2169,191.22,191.205,191.255,191.1933,1716234540000,1210,,
359478.0,191.0915,191.2,191.0,191.2,190.96,1716234600000,3895,,
284689.0,190.8867,191.0,190.835,191.005,190.81,1716234660000,2631,support,
150247.0,190.8701,190.8399,190.875,190.92,190.825,1716234720000,1703,,
201286.0,190.9176,190.875,190.91,190.99,190.85,1716234780000,2123,resistance,
207181.0,190.8943,190.92,190.85,190.95,190.84,1716234840000,2444,support,
266076.0,190.853,190.85,190.9,190.9,190.81,1716234900000,2915,,
214472.0,190.9169,190.895,190.9231,190.95,190.8701,1716234960000,2439,,
292068.0,190.9188,190.915,190.925,190.96,190.8801,1716235020000,2941,,
330920.0,190.8695,190.925,190.8499,190.9299,190.815,1716235080000,3124,support,
1050389.0,190.9845,190.85,191.08,191.09,190.83,1716235140000,9062,,
246615.0,191.0422,191.04,191.13,191.15,191.04,1716235200000,170,,
5573.0,191.1329,191.13,191.15,191.15,191.12,1716235260000,52,resistance,break
1430.0,191.139,191.14,191.14,191.15,191.14,1716235320000,42,,
3385853.0,191.0401,191.13,191.1,191.13,191.04,1716235380000,51,,
2105.0,191.0994,191.12,191.1,191.12,191.09,1716235440000,54,,
1641.0,191.0838,191.09,191.08,191.09,191.08,1716235500000,56,support,
8834.0,191.08,191.08,191.08,191.0803,191.07,1716235560000,82,,
3003.0,191.0805,191.08,191.09,191.09,191.08,1716235620000,41,resistance,
67908.0,191.0404,191.0899,191.04,191.0899,191.04,1716235680000,24,support,
1561.0,191.0891,191.09,191.09,191.09,191.09,1716235740000,35,resistance,
5616.0,191.0496,191.08,191.09,191.1,191.04,1716235800000,48,,
255.0,191.0711,191.0614,191.0614,191.0614,191.0614,1716235860000,28,support,
5379.0,191.0908,191.07,191.12,191.12,191.07,1716235920000,61,resistance,break
480.0,191.091,191.1,191.1,191.1,191.1,1716235980000,25,,
2962.0,191.0808,191.09,191.07,191.09,191.07,1716236040000,50,,
1003.0,191.0672,191.06,191.06,191.06,191.06,1716236100000,39,support,
1005.0,191.073,191.08,191.07,191.08,191.07,1716236160000,39,,
640.0,191.065,191.06,191.06,191.06,191.06,1716236280000,35,support,
168.0,191.0761,191.08,191.08,191.08,191.08,1716236340000,20,resistance,
1046.0,191.0802,191.08,191.08,191.08,191.08,1716236460000,43,,
480.0,191.0791,191.07,191.07,191.07,191.07,1716236580000,28,support,
4282.0,191.0502,191.04,191.1,191.1,191.04,1716236640000,25,,
1035.0,191.0976,191.08,191.1,191.1,191.08,1716236700000,35,,
260.0,191.1068,191.1093,191.11,191.11,191.1093,1716236760000,21,resistance,break
1010.0,191.1052,191.1,191.1,191.11,191.1,1716236820000,16,,
577.0,191.0746,191.07,191.07,191.07,191.07,1716236880000,23,support,
345.0,191.0772,191.0801,191.0801,191.0801,191.0801,1716236940000,23,,
1074.0,191.0866,191.08,191.09,191.09,191.08,1716237000000,33,,
346.0,191.1031,191.11,191.11,191.11,191.11,1716237180000,24,,
956.0,191.1099,191.11,191.11,191.11,191.11,1716237240000,26,,
26200.0,191.0423,191.04,191.13,191.13,191.04,1716237300000,28,,
1671.0,191.1349,191.15,191.13,191.15,191.13,1716237360000,33,,
10621.0,191.1499,191.15,191.15,191.15,191.1499,1716237600000,47,resistance,
176.0,191.1455,191.1476,191.1476,191.1476,191.1476,1716237720000,12,,
661.0,191.1456,191.16,191.1409,191.16,191.14,1716237960000,23,support,
241.0,191.1585,191.16,191.16,191.16,191.16,1716238020000,21,,
1360.0,191.1689,191.18,191.16,191.18,191.16,1716238080000,32,,
4679.0,191.1786,191.15,191.2,191.23,191.15,1716238140000,55,resistance,break
427.0,191.1914,191.18,191.18,191.18,191.18,1716238200000,16,,
344.0,191.185,191.17,191.17,191.17,191.17,1716238260000,17,support,
2580.0,191.1918,191.17,191.2,191.2,191.17,1716238380000,41,resistance,break
436.0,191.1918,191.2,191.18,191.2,191.18,1716238440000,25,,
573.0,191.8307,191.18,191.17,191.18,191.17,1716238500000,20,support,
1093.0,191.3053,191.1895,191.2,191.2,191.1895,1716238620000,25,,
818.0,191.2108,191.2,191.22,191.22,191.2,1716238680000,36,resistance,
322.0,191.2016,191.2,191.2,191.2,191.2,1716238740000,19,support,
695.0,191.962,191.2,191.2,191.2,191.2,1716238800000,21,support,
581.0,191.2279,191.23,191.23,191.23,191.23,1716238920000,25,,
463.0,191.23,191.23,191.23,191.23,191.23,1716239040000,13,,
214.0,191.2407,191.24,191.24,191.24,191.24,1716239100000,22,,
520.0,191.2484,191.25,191.25,191.25,191.25,1716239220000,25,resistance,break
386.0,191.2392,191.25,191.25,191.25,191.25,1716239400000,17,resistance,break
685.0,191.2424,191.24,191.24,191.24,191.24,1716239460000,28,support,
1111.0,191.245,191.24,191.25,191.25,191.24,1716239580000,25,resistance,break
1058.0,191.2402,191.24,191.24,191.24,191.24,1716239760000,18,support,
796.0,191.249,191.2498,191.25,191.25,191.2498,1716239820000,22,resistance,
297.0,191.2404,191.24,191.24,191.24,191.24,1716239880000,18,support,
469.0,191.2475,191.25,191.25,191.25,191.25,1716239940000,17,resistance,
473.0,191.24,191.24,191.24,191.24,191.24,1716240000000,16,,
642.0,191.2207,191.22,191.22,191.22,191.22,1716240120000,25,support,
770.0,191.2215,191.22,191.22,191.22,191.22,1716240240000,14,support,
2382.0,191.2202,191.2201,191.2201,191.2201,191.2201,1716240360000,16,,
684.0,191.2233,191.21,191.22,191.22,191.21,1716240420000,39,support,
558.0,191.2299,191.23,191.23,191.23,191.23,1716240540000,10,resistance,
447.0,191.2295,191.23,191.23,191.23,191.23,1716240600000,15,resistance,
213.0,191.2292,191.23,191.23,191.23,191.23,1716240840000,12,resistance,
1043.0,191.209,191.21,191.2,191.21,191.2,1716241020000,31,support,
2580.0,191.1995,191.2,191.2,191.2,191.2,1716241080000,12,,
215.0,191.1974,191.2,191.2,191.2,191.2,1716241140000,12,resistance,
466.0,191.1823,191.19,191.19,191.19,191.19,1716241260000,18,,
611.0,191.1509,191.15,191.15,191.15,191.15,1716241320000,15,support,
153.0,191.15,191.15,191.15,191.15,191.15,1716241500000,6,support,
225.0,191.1505,191.15,191.15,191.15,191.15,1716241620000,9,support,
141.0,191.1609,191.16,191.16,191.16,191.16,1716241800000,12,,
547.0,191.1865,191.19,191.19,191.19,191.19,1716241860000,23,resistance,
223.0,191.166,191.16,191.16,191.16,191.16,1716242160000,14,support,
145.0,191.1632,191.1601,191.1601,191.1601,191.1601,1716242220000,22,,
127.0,191.1685,191.17,191.17,191.17,191.17,1716242280000,12,,
175.0,191.1704,191.17,191.17,191.17,191.17,1716242400000,9,,
2802.0,191.1997,191.2,191.2,191.2,191.2,1716242520000,28,,
132.0,191.2011,191.21,191.21,191.21,191.21,1716242580000,17,,
603.0,191.1636,191.1611,191.1611,191.1611,191.1611,1716242640000,17,,
612.0,191.22,191.22,191.22,191.22,191.22,1716242880000,17,,
1059.0,191.0581,191.04,191.04,191.04,191.04,1716243000000,11,support,
2360.0,191.2497,191.25,191.25,191.25,191.25,1716243060000,31,,
425.0,191.2831,191.29,191.2665,191.29,191.2665,1716243180000,18,,
451.0,191.297,191.3,191.3,191.3,191.3,1716243300000,33,resistance,
3671.0,191.072,191.31,191.04,191.31,191.04,1716243360000,14,support,
510.0,191.2671,191.25,191.28,191.29,191.25,1716243600000,19,,
2131.0,191.2699,191.27,191.27,191.27,191.27,1716243840000,13,,
119.0,191.2716,191.27,191.27,191.27,191.27,1716243900000,14,support,
1108.0,191.3053,191.29,191.33,191.33,191.29,1716243960000,27,resistance,break
510.0,191.3295,191.33,191.33,191.33,191.33,1716244080000,11,resistance,break
327.0,191.2835,191.28,191.28,191.28,191.28,1716244140000,10,,
1834.0,191.2738,191.28,191.27,191.28,191.27,1716244260000,20,,
807.0,191.1868,191.2,191.16,191.2,191.16,1716244320000,31,,
3426.0,191.1481,191.16,191.13,191.16,191.13,1716244380000,29,,
522.0,191.0966,191.0911,191.0908,191.0911,191.0908,1716244440000,14,support,
657.0,191.1289,191.13,191.13,191.13,191.13,1716244500000,26,resistance,
542.0,191.112,191.11,191.11,191.11,191.11,1716244560000,15,,
223.0,191.1081,191.11,191.11,191.11,191.11,1716244620000,15,,
214.0,191.0999,191.1,191.1,191.1,191.1,1716244680000,14,,
183.0,191.078,191.07,191.07,191.07,191.07,1716244740000,15,support,
330.0,191.1124,191.12,191.12,191.12,191.12,1716244920000,20,,
878.0,191.1557,191.12,191.16,191.16,191.12,1716244980000,19,,
477.0,191.2081,191.21,191.21,191.21,191.21,1716245040000,13,,
448.0,191.1423,191.12,191.12,191.1262,191.12,1716245220000,20,,
838.0,191.2374,191.25,191.25,191.25,191.25,1716246360000,19,resistance,break
220.0,191.1029,191.1,191.1,191.1,191.1,1716246780000,12,support,
278.0,191.1324,191.13,191.13,191.13,191.13,1716246900000,11,,
399.0,191.1324,191.17,191.17,191.17,191.17,1716247920000,26,resistance,
164.0,191.1668,191.17,191.17,191.17,191.17,1716248220000,10,,
232.0,191.1673,191.17,191.17,191.17,191.17,1716248280000,12,support,
425.0,191.201,191.2,191.2,191.2,191.2,1716248580000,11,,
2243.0,191.2375,191.23,191.25,191.25,191.23,1716248700000,41,,
489.0,191.2468,191.25,191.25,191.25,191.25,1716248940000,21,,
1543.0,191.2348,191.22,191.29,191.29,191.22,1716249000000,38,resistance,break
537.0,191.2403,191.18,191.25,191.29,191.18,1716249300000,25,,
3024.0,191.1987,191.21,191.2,191.21,191.12,1716249360000,17,,
641.0,191.1989,191.21,191.29,191.29,191.21,1716249420000,24,resistance,break
1197.0,191.1551,191.15,191.15,191.15,191.15,1716249480000,16,,
426.0,191.19,191.19,191.19,191.19,191.19,1716249540000,16,,
